PA Code,NSC Code,NCES Code,AUN Code,ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Publication Name Alpha List,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Phasing-In,Phasing-Out,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School Cohort,CTE Status,Title I Designation,Federal Accountability Designation,Active SAC,City Council District,GPS Location,Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Website,School Leader Name,Learning Network,Assistant Superintendent,FACE Liaison Name,FACE Liaison Email,FACE Liaison Phone Number,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
7855,N/A,421899000907,126515001,5550,555,KENSINGTON HEALTH SCIENCES,Kensington Health Sciences Academy,Kensington Health Sciences Academy,Kensington Health,2001,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.985026, -75.128685",N/A,2463 EMERALD ST.,PHILADELPHIA,PA,19125,215-400-3600,215-400-3601,http://philasd.org/khsa/,NIMET EREN,Network 5,EVELYN NU̱EZ,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,0,0,0,0,0,0,0,0,0,1,1,1,1
3655,N/A,421899003655,126515001,5560,556,SPRING GARDEN SCHOOL,Spring Garden School,Spring Garden School,Spring Garden,1928,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.96516155, -75.15614042",N/A,1146 MELON ST.,PHILADELPHIA,PA,19123,215-400-7610,215-400-7611,http://philasd.org/springgarden,LAUREAL ROBINSON,Network 3,SONYA HARRISON,Melanie Wright,mrwright@philasd.org,215-400-5861,1,1,1,1,1,1,1,1,1,0,0,0,0
5124,N/A,421899005124,126515001,5590,559,JOHN H. WEBSTER SCHOOL,John H. Webster School,"Webster, John H. School",Webster,1968,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.996199, -75.104516",N/A,3400 FRANKFORD AVE.,PHILADELPHIA,PA,19134,215-400-7170,215-400-7171,http://philasd.org/webster/,SHERRI ARABIA,Network 5,EVELYN NU̱EZ,Rasheeda Hancock,rhancock@philasd.org,215-400-5864,1,1,1,1,1,1,0,0,0,0,0,0,0
8332,N/A,421899007534,126515001,5610,561,BUILDING 21,Building 21,Building 21,Building 21,2014,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,9,"40.053631, -75.152481",N/A,6501 LIMEKILN PIKE,PHILADELPHIA,PA,19138,215-400-7450,215-400-7451,http://philasd.org/building21,AYRIS COLVIN,Innovation,CHRISTINA GRANT,Joy McIntosh,jmcintosh@philasd.org,215-400-5888,0,0,0,0,0,0,0,0,0,1,1,1,1
8329,N/A,421899007547,126515001,5620,562,THE U SCHOOL,The U School,The U School,U School,2014,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.981983, -75.146256",N/A,2000 N. 7TH ST.,PHILADELPHIA,PA,19122,215-400-7460,215-400-7461,http://philasd.org/uschool,NEIL GEYETTE,Innovation,CHRISTINA GRANT,Melanie Oeun-Greenhalgh,noeun@philasd.org,215-400-5879,0,0,0,0,0,0,0,0,0,1,1,1,1
8331,N/A,421899007525,126515001,5660,566,THE LINC,The LINC,The LINC,LINC,2014,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"40.006819, -75.129736",N/A,122 W. ERIE AVE.,PHILADELPHIA,PA,19140,215-400-3940,215-400-3941,http://philasd.org/thelinc,BRIDGET BUJAK,Innovation,CHRISTINA GRANT,Lorna Gil,lgil@philasd.org,215-400-5859,0,0,0,0,0,0,0,0,0,1,1,1,1
7522,N/A,421899000331,126515001,5680,568,HON. LUIS MUNOZ-MARIN SCHOOL,Honorable Luis Munoz-Marin School,"Munoz-Marin, Honorable Luis School",Munoz-Marin,1997,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2016-2017,N/A,TBA,1,TBA,TBA,7,"40.00098011, -75.13538958",N/A,3300 N. 3RD ST.,PHILADELPHIA,PA,19140,215-400-3920,215-400-3921,http://philasd.org/munozmarin,ARIEL LAJARA,Acceleration,ERIC BECOATS,Claudia Qeisi,ceqeisi@philasd.org,215-400-3920,1,1,1,1,1,1,1,1,1,0,0,0,0
8388,N/A,421899007598,126515001,5700,570,KENSINGTON HIGH SCHOOL,Kensington High School,Kensington High School,Kensington H.S.,2016,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.98483396, -75.12640188",N/A,2501 CORAL ST.,PHILADELPHIA,PA,19125,215-400-7700,215-400-7701,http://philasd.org/kensingtonhs,JOSE LEBRON,Network 5,EVELYN NU̱EZ,Dorian Harris,dharris4@philasd.org,215-400-5865,0,0,0,0,0,0,0,0,0,1,1,1,1
3848,N/A,421899003848,126515001,6010,601,CENTRAL HIGH SCHOOL,Central High School,Central High School,Central,1939,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.0372851, -75.15074825",N/A,1700 W. OLNEY AVE.,PHILADELPHIA,PA,19141,215-400-3590,215-400-3591,http://philasd.org/centralhs,TIMOTHY MCKENNA,Network 1,DEB CARRERA,Rasheeda Hancock,rhancock@philasd.org,215-400-5864,0,0,0,0,0,0,0,0,0,1,1,1,1
3844,N/A,421899003844,126515001,6030,603,ROXBOROUGH HIGH SCHOOL,Roxborough High School,Roxborough High School,Roxborough,1924,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"40.03802479, -75.22283357",N/A,6498 RIDGE AVE.,PHILADELPHIA,PA,19128,215-400-3400,215-400-3401,http://philasd.org/roxboroughhs/,DANA JENKINS,Network 4,JOHN TUPOONCE,John Holland,jholland@philasd.org,215-400-5878,0,0,0,0,0,0,0,0,0,1,1,1,1
3861,N/A,421899003861,126515001,6040,604,W. B. SAUL HIGH SCHOOL,Walter B. Saul High School,"Saul, Walter B. High School",Saul,1950,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"40.04902036, -75.21981676",N/A,7100 HENRY AVE.,PHILADELPHIA,PA,19128,215-400-3450,215-400-3451,http://philasd.org/saul/,ALEXA DUNN,Network 4,JOHN TUPOONCE,Angela Butler,abutler@philasd.org,215-400-5856,0,0,0,0,0,0,0,0,0,1,1,1,1
3843,N/A,421899003843,126515001,6050,605,PHILA HIGH SCHOOL FOR GIRLS,Philadelphia High School for Girls,Philadelphia High School for Girls,Girls,1956,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.03898514, -75.14475989",N/A,1400 W. OLNEY AVE.,PHILADELPHIA,PA,19141,215-400-3700,215-400-3701,http://philasd.org/girlshs,PARTHENIA MOORE,Network 1,DEB CARRERA,Rasheeda Hancock,rhancock@philasd.org,215-400-5864,0,0,0,0,0,0,0,0,0,1,1,1,1
6675,N/A,421899006675,126515001,6060,606,MARTIN L. KING HIGH SCHOOL,Martin Luther King High School,"King, Martin Luther High School",MLK,1972,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2018-2019,N/A,TBA,1,TBA,TBA,8,"40.05756238, -75.16217184",N/A,6100 STENTON AVE.,PHILADELPHIA,PA,19138,215-400-3500,215-400-3501,http://philasd.org/mlkhs/,KEISHA WILKINS,Network 11,AMELIA COLEMAN BROWN,LuQman Abdullah,labdullah@philasd.org,215-400-5852,0,0,0,0,0,0,0,0,0,1,1,1,1
7813,N/A,421899000826,126515001,6090,609,RANDOLPH TECHNICAL HIGH SCHOOL,A. Philip Randolph Career and Technical High School,"Randolph, A. Philip Career and Technical High School",Randolph,2004,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"40.008504, -75.179609",N/A,3101 HENRY AVE.,PHILADELPHIA,PA,19129,215-400-3840,215-400-3841,http://philasd.org/randolph/,MICHELLE BURNS,Network 4,JOHN TUPOONCE,Rasheeda Hancock,rhancock@philasd.org,215-400-5864,0,0,0,0,0,0,0,0,0,1,1,1,1
3706,N/A,421899003706,126515001,6200,620,ANNA B. DAY SCHOOL,Anna B. Day School,"Day, Anna B. School",Day,1952,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.05840682, -75.16833464",N/A,6324 CRITTENDEN ST.,PHILADELPHIA,PA,19138,215-400-3520,215-400-3521,http://philasd.org/abday/,KAREN WHITE,Network 6,KIM NEWMAN,John Holland,jholland@philasd.org,215-400-5878,1,1,1,1,1,1,1,1,1,0,0,0,0
3708,N/A,421899003708,126515001,6210,621,FRANKLIN S. EDMONDS SCHOOL,Franklin S. Edmonds School,"Edmonds, Franklin S. School",Edmonds,1948,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,9,"40.0717255, -75.1692495",N/A,8025 THOURON AVE.,PHILADELPHIA,PA,19150,215-400-3370,215-400-3371,http://philasd.org/edmonds,YASIR ROUNDTREE,Network 6,KIM NEWMAN,John Holland,jholland@philasd.org,215-400-5878,1,1,1,1,1,1,1,1,1,0,0,0,0
3709,N/A,421899003709,126515001,6220,622,ELEANOR C. EMLEN SCHOOL,Eleanor C. Emlen School,"Emlen, Eleanor C. School",Emlen,1926,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.05436289, -75.17790573",N/A,6501 CHEW AVE.,PHILADELPHIA,PA,19119,215-400-3470,215-400-3471,http://philasd.org/emlen,TAMMY THOMAS,Network 6,KIM NEWMAN,Melanie Oeun-Greenhalgh,noeun@philasd.org,215-400-5879,1,1,1,1,1,1,0,0,0,0,0,0,0
6913,N/A,421899006913,126515001,6230,623,FITLER ACADEMICS PLUS,Fitler Academics Plus School,Fitler Academics Plus School,Fitler,1898,Elementary-Middle,Citywide,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.02610052, -75.16633733",N/A,140 W. SEYMOUR ST.,PHILADELPHIA,PA,19144,215-400-3610,215-400-3611,http://philasd.org/fitler,ANTHIOUS BOONE,Network 6,KIM NEWMAN,Kimberly Miller,kymiller@philasd.org,215-400-5867,1,1,1,1,1,1,1,1,1,0,0,0,0
3712,N/A,421899003712,126515001,6250,625,CHARLES W HENRY SCHOOL,Charles W. Henry School,"Henry, Charles W. School",Henry,1908,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.04625771, -75.19658776",N/A,601 CARPENTER LN.,PHILADELPHIA,PA,19119,215-400-3480,215-400-3481,http://philasd.org/henry,FATIMA ROGERS,Network 6,KIM NEWMAN,Melanie Oeun-Greenhalgh,noeun@philasd.org,215-400-5879,1,1,1,1,1,1,1,1,1,0,0,0,0
3713,N/A,421899003713,126515001,6260,626,HENRY H. HOUSTON SCHOOL,Henry H. Houston School,"Houston, Henry H. School",Houston,1927,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.059003, -75.195084",N/A,7300 RURAL LN.,PHILADELPHIA,PA,19119,215-400-3490,215-400-3491,http://philasd.org/houston/,LEROY HALL,Network 6,KIM NEWMAN,Melanie Oeun-Greenhalgh,noeun@philasd.org,215-400-5879,1,1,1,1,1,1,1,1,1,0,0,0,0
3714,N/A,421899003714,126515001,6270,627,JENKS ACADEMY ARTS & SCIENCES,Jenks Academy for Arts and Sciences,Jenks Academy for Arts and Sciences,"Jenks, J.S.",1924,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,School Redesign Initiative,2015-2016,N/A,TBA,1,TBA,TBA,8,"40.07440887, -75.20356162",N/A,8301 GERMANTOWN AVE.,PHILADELPHIA,PA,19118,215-400-3360,215-400-3361,http://philasd.org/jsjenks/,MARY WILLIAMS LYNSKEY,Network 6,KIM NEWMAN,Melanie Oeun-Greenhalgh,noeun@philasd.org,215-400-5879,1,1,1,1,1,1,1,1,1,0,0,0,0
3718,N/A,421899003718,126515001,6300,630,"LOGAN, JAMES SCHOOL",James Logan School,"Logan, James School",Logan,1924,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.03085306, -75.15205995",N/A,1700 LINDLEY AVE.,PHILADELPHIA,PA,19141,215-400-3670,215-400-3671,http://philasd.org/logan,CHUANIKA SANDERS,Network 6,KIM NEWMAN,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,1,1,1,1,1,1,0,0,0,0,0,0,0
3719,N/A,421899003719,126515001,6310,631,"MCCLOSKEY, JOHN F. SCHOOL",John F. McCloskey School,"McCloskey, John F. School",McCloskey,1956,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,9,"40.08162668, -75.17533748",N/A,8500 PICKERING ST.,PHILADELPHIA,PA,19150,215-400-3380,215-400-3381,http://philasd.org/mccloskey,JOHN SPENCER,Network 6,KIM NEWMAN,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,1,1,1,1,1,1,1,1,1,0,0,0,0
3720,N/A,421899003720,126515001,6320,632,"MIFFLIN, THOMAS SCHOOL",Thomas Mifflin School,"Mifflin, Thomas School",Mifflin,1937,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"40.01357043, -75.19128804",N/A,3624 CONRAD ST.,PHILADELPHIA,PA,19129,215-400-3830,215-400-3831,http://philasd.org/mifflin/,LESLIE MASON,Network 6,KIM NEWMAN,John Holland,jholland@philasd.org,215-400-5878,1,1,1,1,1,1,1,1,1,0,0,0,0
3722,N/A,421899003722,126515001,6340,634,JOSEPH PENNELL ELEMENTARY,Joseph Pennell School,"Pennell, Joseph School",Pennell,1927,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.04351806, -75.15208663",N/A,1800 NEDRO AVE.,PHILADELPHIA,PA,19141,215-400-3680,215-400-3681,http://philasd.org/pennell,JASON HARRIS,Network 7,RANDI KLEIN-DAVILA,Asazina Cooper,aycooper@philasd.org,215-400-5855,1,1,1,1,1,1,0,0,0,0,0,0,0
6539,N/A,421899006539,126515001,6350,635,"PENNYPACKER, SAMUEL SCHOOL",Samuel Pennypacker School,"Pennypacker, Samuel School",Pennypacker,1930,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,9,"40.06527032, -75.1597946",N/A,1858 E. WASHINGTON LN.,PHILADELPHIA,PA,19138,215-400-3510,215-400-3511,http://philasd.org/pennypacker,TAMIKA GILLIAM,Network 6,KIM NEWMAN,Melanie Oeun-Greenhalgh,noeun@philasd.org,215-400-5879,1,1,1,1,1,1,1,1,1,0,0,0,0
8296,N/A,421899007477,126515001,6360,636,ROOSEVELT ELEMENTARY SCHOOL,Theodore Roosevelt School,Roosevelt Elementary School,Roosevelt,2013,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2016-2017,N/A,TBA,1,TBA,TBA,8,"40.04856262, -75.17529079",N/A,430 E. WASHINGTON LN.,PHILADELPHIA,PA,19144,215-400-3640,215-400-3641,http://philasd.org/roosevelt/,MATTHEW HAYES,Acceleration,ERIC BECOATS,Ginger Glass-Mcintyre,geglass@philasd.org,215-400-7060,1,1,1,1,1,1,1,1,1,0,0,0,0
3725,N/A,421899003725,126515001,6380,638,SHAWMONT SCHOOL,Shawmont School,Shawmont School,Shawmont,1928,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"40.051478, -75.238543",N/A,535 SHAWMONT AVE.,PHILADELPHIA,PA,19128,215-400-3440,215-400-3441,http://philasd.org/shawmont/,ROBERT MC GROGAN,Network 6,KIM NEWMAN,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,1,1,1,1,1,1,1,1,1,0,0,0,0
3727,N/A,421899003727,126515001,6390,639,EDWARD T STEEL SCHOOL,Edward T. Steel School,"Steel, Edward T. School",Steel,1973,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.01879502, -75.15689064",N/A,4301 WAYNE AVE.,PHILADELPHIA,PA,19140,215-400-3910,215-400-3911,http://philasd.org/steel/,CAMARA WILSON,Acceleration,ERIC BECOATS,Sovanrith Ngor,snogr@philasd.org,215-400-3640,1,1,1,1,1,1,1,1,1,0,0,0,0
3728,N/A,421899003728,126515001,6400,640,WIDENER MEMORIAL SCHOOL,Widener Memorial School,Widener Memorial School,Widener,1953,Elementary-Middle-High,Citywide,00-12,N/A,0,0,District,Phila Board of Education,SDP Special Education,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.036706, -75.146598",N/A,1450 W. OLNEY AVE.,PHILADELPHIA,PA,19141,215-400-3710,215-400-3711,http://philasd.org/widener,HARRIS GAFFIN,Network 1,DEB CARRERA,Rasheeda Hancock,rhancock@philasd.org,215-400-5864,1,1,1,1,1,1,1,1,1,1,1,1,1
5122,N/A,421899005122,126515001,6410,641,COOK-WISSAHICKON SCHOOL,Cook-Wissahickon School,Cook-Wissahickon School,Cook-Wissahickon,1969,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"40.022472, -75.206802",N/A,201 E. SALAIGNAC ST.,PHILADELPHIA,PA,19128,215-400-3430,215-400-3431,http://philasd.org/cookwissahickon,MICHAEL LOWE,Network 6,KIM NEWMAN,John Holland,jholland@philasd.org,215-400-5878,1,1,1,1,1,1,1,1,1,0,0,0,0
3717,N/A,421899003717,126515001,6440,644,ANNA L. LINGELBACH SCHOOL,Anna L. Lingelbach School,"Lingelbach, Anna L. School",Lingelbach,1955,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.03708413, -75.18961364",N/A,6340 WAYNE AVE.,PHILADELPHIA,PA,19144,215-400-3630,215-400-3631,http://philasd.org/lingelbach/,LISA WADDELL,Network 6,KIM NEWMAN,John Holland,jholland@philasd.org,215-400-5878,1,1,1,1,1,1,1,1,1,0,0,0,0
3726,N/A,421899003726,126515001,6450,645,JAMES DOBSON SCHOOL,James Dobson School,"Dobson, James School",Dobson,1930,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"40.03147536, -75.23067163",N/A,4667 UMBRIA ST.,PHILADELPHIA,PA,19127,215-400-3570,215-400-3571,http://philasd.org/dobson/,THOMAS SZCZESNY,Network 6,KIM NEWMAN,John Holland,jholland@philasd.org,215-400-5878,1,1,1,1,1,1,1,1,1,0,0,0,0
7229,N/A,421899003711,126515001,6460,646,HILL-FREEDMAN WORLD ACADEMY,Hill-Freedman World Academy,Hill-Freedman World Academy,Hill-Freedman,1980,Middle-High,Special Admit,06-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.071311, -75.175303",N/A,1100 E. MT. PLEASANT AVE.,PHILADELPHIA,PA,19150,215-400-3530,215-400-3531,http://philasd.org/hfwa,ANTHONY MAJEWSKI,Network 1,DEB CARRERA,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,0,0,0,0,0,0,1,1,1,1,1,1,1
5294,N/A,421899005294,126515001,6470,647,JOHN B. KELLY SCHOOL,John B. Kelly School,"Kelly, John B. School",Kelly,1970,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.02479143, -75.1711868",N/A,5116 PULASKI AVE.,PHILADELPHIA,PA,19144,215-400-3580,215-400-3581,http://philasd.org/kelly/,KALA JOHNSTONE,Network 6,KIM NEWMAN,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,1,1,1,1,1,1,0,0,0,0,0,0,0
7024,N/A,421899007224,126515001,6480,648,AMY NORTHWEST,Academy for the Middle Years at Northwest,Academy for the Middle Years (AMY) at Northwest,AMY at Northwest,2012,Middle,Special Admit,06-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"40.03154543, -75.21317609",N/A,6000 RIDGE AVE.,PHILADELPHIA,PA,19128,215-400-3460,215-400-3461,http://philasd.org/amynw,JODAN FLOYD,Network 9,JEFF RHODES,Krystal Clark,klclark@philasd.org,215-400-5857,0,0,0,0,0,0,1,1,1,0,0,0,0
7811,N/A,421899000824,126515001,6540,654,LANKENAU HIGH SCHOOL,Lankenau High School,Lankenau High School,Lankenau,1987,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"40.06153271, -75.25295594",N/A,201 SPRING LANE,PHILADELPHIA,PA,19128,215-400-3420,215-400-3421,http://philasd.org/lankenau,JOSHUA LEVINSON,Network 4,JOHN TUPOONCE,Dorian Harris,dharris4@philasd.org,215-400-5865,0,0,0,0,0,0,0,0,0,1,1,1,1
3850,N/A,421899003850,126515001,7010,701,FRANKFORD HIGH SCHOOL,Frankford High School,Frankford High School,Frankford,1914,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"40.021602, -75.084823",N/A,5000 OXFORD AVE.,PHILADELPHIA,PA,19124,215-400-7200,215-400-7201,http://philasd.org/frankfordhs,MICHAEL CALDERONE,Network 8,DION BETTS,Joy McIntosh,jmcintosh@philasd.org,215-400-5888,0,0,0,0,0,0,0,0,0,1,1,1,1
7239,N/A,421899003815,126515001,7100,710,COOKE ELEMENTARY SCHOOL,Jay Cooke School,"Cooke, Jay School",Cooke,1923,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2016-2017,N/A,TBA,1,TBA,TBA,8,"40.025526, -75.146074",N/A,1300 W. LOUDEN ST.,PHILADELPHIA,PA,19141,215-400-8330,215-400-8331,http://philasd.org/cooke,TARA BROWN,Acceleration,ERIC BECOATS,Sherria Watts,smansellwatts@philasd.org,215-400-7040,1,1,1,1,1,1,1,1,1,0,0,0,0
7242,N/A,421899003820,126515001,7110,711,"HARDING, WARREN G. MIDDLE SCH",Warren G. Harding School,"Harding, Warren G. Middle School",Harding,1924,Middle,Neighborhood,06-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"40.01291694, -75.07456081",N/A,2000 WAKELING ST.,PHILADELPHIA,PA,19124,215-400-3990,215-400-3991,http://philasd.org/harding,MARY SANCHEZ,Network 8,DION BETTS,Lorna Gil,lgil@philasd.org,215-400-5859,0,0,0,0,0,0,1,1,1,0,0,0,0
3816,N/A,421899003816,126515001,7120,712,SAMUEL S. FELS HIGH SCHOOL,Samuel Fels High School,"Fels, Samuel High School",Fels,1954,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,9,"40.03564646, -75.09109404",N/A,5500 LANGDON ST.,PHILADELPHIA,PA,19124,215-400-7100,215-400-7101,https://www.philasd.org/fels,LILLIAN IZZARD,Network 13,CHERYL PROCTOR,John Holland,jholland@philasd.org,215-400-5878,0,0,0,0,0,0,0,0,0,1,1,1,1
3835,N/A,421899003835,126515001,7130,713,"WAGNER, GEN. LOUIS MIDDLE SCH.",General Louis Wagner School,"Wagner, General Louis Middle School",Wagner,1928,Middle,Neighborhood,06-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.05174748, -75.14767962",N/A,1701 CHELTEN AVE.,PHILADELPHIA,PA,19126,215-400-3560,215-400-3561,http://philasd.org/wagner,MAYA JOHNSTONE,Network 7,RANDI KLEIN-DAVILA,Asazina Cooper,aycooper@philasd.org,215-400-5855,0,0,0,0,0,0,1,1,1,0,0,0,0
7963,N/A,421899006123,126515001,7150,715,JUNIATA PARK ACADEMY,Juniata Park Academy,Juniata Park Academy,Juniata Park,2007,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"40.01284122, -75.11102921",N/A,801 E. HUNTING PARK AVE.,PHILADELPHIA,PA,19124,215-400-7010,215-400-7011,http://philasd.org/juniatapark,MARISOL RIVERA RODRIGUEZ,Network 5,EVELYN NU̱EZ,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,1,1,1,1,1,1,1,1,1,0,0,0,0
3732,N/A,421899003732,126515001,7200,720,BARTON SCHOOL,Clara Barton School,"Barton, Clara School",Barton,1925,Elementary,Neighborhood,00-02,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"40.0193401, -75.11950188",N/A,4600 ROSEHILL ST.,PHILADELPHIA,PA,19120,215-400-3720,215-400-3721,http://philasd.org/barton,COLLEEN BOWEN,Network 7,RANDI KLEIN-DAVILA,Carmen Colon,ccolon@philasd.org,215-400-5877,1,1,1,0,0,0,0,0,0,0,0,0,0
